,Year,Month,State,Primary Mode,Etiology,Setting,Illnesses,Hospitalizations,Deaths,IFSAC Category,Etiology_id,IFSAC_id
45,2011,2,Missouri,Food,Unknow,Private home/residence; Caterer (food prepared off-site from where served),22,0.0,0.0,Unknow,0,1
46,2011,2,South Carolina,Food,Unknow,Restaurant - Sit-down dining,18,0.0,0.0,Unknow,0,1
47,2011,3,New York,Food,Unknow,Restaurant - Sit-down dining,6,0.0,0.0,Unknow,0,1
48,2011,2,Oklahoma,Food,Unknow,"Fair, festival, other temp or mobile services; Prison/jail",352,0.0,0.0,Unknow,0,1
49,2011,2,Maryland,Food,Campylobacter jejuni,Private home/residence,3,1.0,0.0,Unknow,7,1
50,2011,3,Minnesota,Food,Norovirus Genogroup II,Private home/residence; Religious facility,53,6.0,0.0,Unknow,1,1
51,2011,1,California,Food,Unknow,Restaurant - Sit-down dining,13,0.0,0.0,Multiple,0,0
52,2011,2,Hawaii,Food,Unknow,Unknow,2,0.0,0.0,Unknow,0,1
53,2011,3,Ohio,Food,Unknow,Restaurant - other or unknown type,2,0.0,0.0,Unknow,0,1
54,2011,3,Illinois,Food,Unknow,Restaurant - Sit-down dining,2,0.0,0.0,Unknow,0,1
55,2011,3,Mississippi,Food,Norovirus Genogroup II,Caterer (food prepared off-site from where served),24,0.0,0.0,Unknow,1,1
56,2011,2,New York,Food,"Escherichia coli, Shiga toxin-producing",Private home/residence,2,0.0,0.0,Beef,6,9
57,2011,1,Michigan,Food,Unknow,Unknow,13,0.0,0.0,Unknow,0,1
58,2011,3,Minnesota,Food,Norovirus,Restaurant - Sit-down dining,5,0.0,0.0,Multiple,2,0
59,2011,3,Minnesota,Food,Bacillus cereus,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0.0,0.0,Multiple,9,0
60,2011,3,Idaho,Food,Unknow,Banquet Facility (food prepared and served on-site); Caterer (food prepared off-site from where served),43,1.0,0.0,Unknow,0,1
61,2011,3,Minnesota,Food,Clostridium perfringens,Prison/jail,32,0.0,0.0,Multiple,10,0
62,2011,3,Louisiana,Food,Salmonella enterica,Unknow,51,2.0,0.0,Unknow,4,1
63,2011,2,California,Food,Norovirus unknown,Restaurant - other or unknown type,14,0.0,0.0,Multiple,3,0
64,2011,2,Pennsylvania,Food,Norovirus,Restaurant - Sit-down dining,24,0.0,0.0,Multiple,2,0
65,2011,3,Texas,Food,Unknow,Restaurant - other or unknown type,3,0.0,0.0,Unknow,0,1
66,2011,3,Ohio,Food,Unknow,Private home/residence,2,1.0,0.0,Unknow,0,1
67,2011,1,Maryland,Food,Unknow,Private home/residence,6,0.0,0.0,Unknow,0,1
68,2011,2,Florida,Food,Norovirus unknown,"Fair, festival, other temp or mobile services",7,0.0,0.0,Mollusks,3,10
69,2011,3,Michigan,Food,Unknow,Unknow,6,0.0,0.0,Unknow,0,1
70,2011,2,Michigan,Food,Unknow,Unknow,15,0.0,0.0,Unknow,0,1
71,2011,2,Colorado,Food,Norovirus unknown,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0.0,0.0,Unknow,3,1
72,2011,1,Oregon,Food,Norovirus Genogroup II,Private home/residence,19,0.0,0.0,Unknow,1,1
73,2011,1,Oregon,Food,Norovirus Genogroup II,Restaurant - Sit-down dining,22,0.0,0.0,Unknow,1,1
74,2011,3,Texas,Food,Unknow,Unknow,2,0.0,0.0,Unknow,0,1
75,2011,3,Florida,Food,Norovirus Genogroup II,Restaurant - Sit-down dining,78,3.0,0.0,Vegetable Row Crops,1,6
76,2011,3,Connecticut,Food,Salmonella enterica,"Restaurant - ""Fast-food""(drive up service or pay at counter)",8,2.0,0.0,Multiple,4,0
77,2011,3,Florida,Food,Norovirus Genogroup II,Restaurant - Sit-down dining,44,0.0,0.0,Unknow,1,1
78,2011,3,New York,Food,"Escherichia coli, Shiga toxin-producing",Private home/residence,2,2.0,0.0,Game,6,3
79,2011,3,Ohio,Food,Salmonella enterica,Unknown,3,0.0,0.0,Unknow,4,1
80,2011,1,Michigan,Food,Unknow,Unknow,10,0.0,0.0,Unknow,0,1
81,2011,3,Florida,Food,Scombroid toxin,Restaurant - Sit-down dining,5,0.0,0.0,Fish,11,11
82,2011,3,Illinois,Food,Unknow,Restaurant - Sit-down dining,6,0.0,0.0,Unknow,0,1
83,2011,3,Texas,Food,Unknow,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0.0,0.0,Unknow,0,1
84,2011,3,Texas,Food,Unknow,Restaurant - other or unknown type,2,0.0,0.0,Unknow,0,1
85,2011,4,Texas,Food,Unknow,Unknow,2,0.0,0.0,Unknow,0,1
86,2011,4,Connecticut,Food,Norovirus Genogroup II,Restaurant - Sit-down dining,24,0.0,0.0,Multiple,1,0
87,2011,3,Maryland,Food,Salmonella enterica,Religious facility,18,5.0,0.0,Pork,4,12
88,2011,3,Rhode Island,Food,Salmonella enterica,Unknow,81,29.0,2.0,Unknow,4,1
89,2011,4,Minnesota,Food,Bacillus cereus,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0.0,0.0,Multiple,9,0
90,2011,4,Hawaii,Food,Norovirus Genogroup II; Norovirus Genogroup II,Unknow,80,0.0,0.0,Unknow,12,1
91,2011,4,Tennessee,Food,Norovirus Genogroup II,Restaurant - Sit-down dining,3,0.0,0.0,Unknow,1,1
92,2011,4,Tennessee,Food,Norovirus Genogroup II,Private home/residence; School/college/university,20,1.0,0.0,Unknow,1,1
93,2011,4,Texas,Food,Unknow,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0.0,0.0,Unknow,0,1
94,2011,3,Minnesota,Food,Trichinella spiralis,Private home/residence,2,1.0,0.0,Game,13,3
95,2011,1,Michigan,Food,Salmonella enterica,Restaurant - Sit-down dining,6,1.0,0.0,Unknow,4,1
96,2011,1,Washington,Food,Norovirus,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0.0,0.0,Unknow,2,1
97,2011,4,New York,Food,Unknow,Restaurant - Sit-down dining,8,0.0,0.0,Unknow,0,1
98,2011,4,Michigan,Food,Norovirus Genogroup II,Caterer (food prepared off-site from where served),57,0.0,0.0,Multiple,1,0
99,2011,4,Idaho,Food,Clostridium perfringens,Restaurant - Sit-down dining,23,0.0,0.0,Chicken,10,4
100,2011,4,Michigan,Food,Salmonella enterica,"Restaurant - ""Fast-food""(drive up service or pay at counter)",7,4.0,0.0,Sprouts,4,13
101,2011,3,South Carolina,Food,Campylobacter jejuni,Other,23,1.0,0.0,Dairy,7,14
102,2011,4,Maryland,Food,Norovirus Genogroup I,Restaurant - Sit-down dining,6,0.0,0.0,Unknow,5,1
103,2011,4,New York,Food,Norovirus Genogroup II,Restaurant - Sit-down dining,9,0.0,0.0,Multiple,1,0
104,2011,4,Georgia,Food,Norovirus Genogroup II,Banquet Facility (food prepared and served on-site),22,0.0,0.0,Fruits,1,2
105,2011,2,Georgia,Food,Norovirus Genogroup II,Office/indoor workplace,207,1.0,0.0,Fruits,1,2
106,2011,3,California,Food,Unknow,Restaurant - Sit-down dining,2,0.0,0.0,Unknow,0,1
107,2011,2,California,Food,Norovirus unknown,Restaurant - other or unknown type,27,0.0,0.0,Herbs,3,15
108,2011,2,California,Food,Unknow,"Restaurant - ""Fast-food""(drive up service or pay at counter)",8,0.0,0.0,Unknow,0,1
109,2011,1,California,Food,Unknow,Restaurant - Sit-down dining,11,0.0,0.0,Unknow,0,1
110,2011,3,California,Food,Unknow,Restaurant - Sit-down dining,2,0.0,0.0,Unknow,0,1
111,2011,3,Florida,Food,Clostridium perfringens,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0.0,0.0,Unknow,10,1
112,2011,3,Florida,Food,Unknow,Restaurant - Sit-down dining,3,0.0,0.0,Multiple,0,0
113,2011,4,Minnesota,Food,Norovirus Genogroup I,Camp,23,0.0,0.0,Unknow,5,1
114,2011,1,Washington,Food,Other,Restaurant - Sit-down dining,2,0.0,0.0,Multiple,14,0
115,2011,4,Washington,Food,Norovirus Genogroup I,Grocery store,9,0.0,0.0,Multiple,5,0
116,2011,4,Connecticut,Food,Norovirus Genogroup II,Restaurant - Sit-down dining,3,0.0,0.0,Unknow,1,1
117,2011,4,Florida,Food,Ciguatoxin,Restaurant - Sit-down dining,2,0.0,0.0,Fish,15,11
118,2011,3,Alabama,Food,Norovirus Genogroup II,Restaurant - Sit-down dining,18,2.0,0.0,Multiple,1,0
119,2011,4,Illinois,Food,Norovirus Genogroup II,Caterer (food prepared off-site from where served),24,0.0,0.0,Unknow,1,1
120,2011,2,California,Food,Norovirus unknown,Restaurant - other or unknown type,18,0.0,0.0,Multiple,3,0
121,2011,3,California,Food,Norovirus unknown,Restaurant - other or unknown type,8,0.0,0.0,Unknow,3,1
122,2011,3,California,Food,Norovirus unknown,Restaurant - Sit-down dining,21,0.0,0.0,Unknow,3,1
123,2011,3,Pennsylvania,Food,Norovirus unknown,Caterer (food prepared off-site from where served),57,1.0,0.0,Multiple,3,0
124,2011,4,Maine,Food,Norovirus Genogroup II,Unknow,41,0.0,0.0,Unknow,1,1
125,2011,4,Oregon,Food,Salmonella enterica,Banquet Facility (food prepared and served on-site),4,2.0,0.0,Unknow,4,1
126,2011,2,Michigan,Food,Unknow,Unknown,2,0.0,0.0,Unknow,0,1
127,2011,5,Florida,Food,Bacillus cereus,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0.0,0.0,Grains-Beans,9,5
128,2011,4,Ohio,Food,Unknow,Unknown,2,0.0,0.0,Unknow,0,1
129,2011,3,Texas,Food,Unknow,Unknow,2,0.0,0.0,Unknow,0,1
130,2011,4,Texas,Food,Unknow,Unknow,3,0.0,0.0,Unknow,0,1
131,2011,3,Texas,Food,Unknow,Unknow,2,0.0,0.0,Unknow,0,1
132,2011,5,Texas,Food,Unknow,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0.0,0.0,Unknow,0,1
133,2011,4,Michigan,Food,Norovirus Genogroup II,Unknow,14,0.0,0.0,Unknow,1,1
134,2011,4,Illinois,Food,Salmonella enterica,"Restaurant - ""Fast-food""(drive up service or pay at counter)",36,3.0,0.0,Unclassifiable,4,16
135,2011,5,Illinois,Food,Unknow,Unknow,11,0.0,0.0,Unknow,0,1
136,2011,5,Illinois,Food,Norovirus Genogroup I,Banquet Facility (food prepared and served on-site),13,0.0,0.0,Unknow,5,1
137,2011,4,Pennsylvania,Food,Campylobacter jejuni,Unknow,3,0.0,0.0,Dairy,7,14
138,2011,5,Florida,Food,Norovirus,Restaurant - Sit-down dining,7,0.0,0.0,Multiple,2,0
139,2011,4,Pennsylvania,Food,Unknow,Banquet Facility (food prepared and served on-site),81,0.0,0.0,Multiple,0,0
140,2011,4,Rhode Island,Food,Norovirus,Unknow,8,0.0,0.0,Unknow,2,1
141,2011,5,Texas,Food,Unknow,Unknow,4,0.0,0.0,Unknow,0,1
142,2011,1,California,Food,Salmonella enterica,Grocery store; Other,7,0.0,0.0,Multiple,4,0
143,2011,2,California,Food,Norovirus unknown,Restaurant - Sit-down dining,8,1.0,0.0,Unknow,3,1
144,2011,4,Georgia,Food,Norovirus Genogroup II,Private home/residence; Banquet Facility (food prepared and served on-site),19,0.0,0.0,Multiple,1,0
145,2011,3,Georgia,Food,Salmonella enterica,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining; Restaurant - other or unknown type; Private home/residence",14,2.0,0.0,Seeded Vegetables,4,7
146,2011,4,Florida,Food,Norovirus Genogroup II,Private home/residence,6,0.0,0.0,Multiple,1,0
147,2011,4,Florida,Food,Norovirus Genogroup II,Restaurant - Sit-down dining,3,0.0,0.0,Multiple,1,0
148,2011,5,Texas,Food,Unknow,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0.0,0.0,Unknow,0,1
149,2011,5,Michigan,Food,Unknow,Unknow,6,1.0,0.0,Unknow,0,1
150,2011,3,Michigan,Food,Unknow,Unknow,13,0.0,0.0,Unknow,0,1
151,2011,5,New York,Food,Norovirus,Restaurant - other or unknown type,20,0.0,0.0,Unknow,2,1
152,2011,5,New York,Food,"Escherichia coli, Enterotoxigenic",Restaurant - Sit-down dining,19,0.0,0.0,Multiple,16,0
153,2011,4,Minnesota,Food,Norovirus,Restaurant - Sit-down dining; Banquet Facility (food prepared and served on-site),61,0.0,0.0,Fruits,2,2
154,2011,4,Minnesota,Food,Norovirus Genogroup II,Private home/residence,29,0.0,0.0,Multiple,1,0
155,2011,5,Minnesota,Food,Norovirus Genogroup II,Restaurant - Sit-down dining,9,0.0,0.0,Unknow,1,1
156,2011,5,Minnesota,Food,Norovirus,"Restaurant - ""Fast-food""(drive up service or pay at counter)",5,0.0,0.0,Unknow,2,1
157,2011,5,Minnesota,Food,Norovirus Genogroup II,Caterer (food prepared off-site from where served),32,1.0,0.0,Multiple,1,0
158,2011,5,Connecticut,Food,Unknow,Caterer (food prepared off-site from where served),13,0.0,0.0,Multiple,0,0
159,2011,5,Tennessee,Food,Norovirus Genogroup I,Restaurant - Sit-down dining,6,0.0,0.0,Unknow,5,1
160,2011,5,Pennsylvania,Food,Salmonella enterica,Unknow,10,1.0,0.0,Chicken,4,4
161,2011,3,Puerto Rico,Food,Unknow,"Restaurant - ""Fast-food""(drive up service or pay at counter)",14,0.0,0.0,Multiple,0,0
162,2011,3,Hawaii,Food,Unknow,Unknow,3,0.0,0.0,Unknow,0,1
163,2011,5,Pennsylvania,Food,Staphylococcus aureus,Unknow,4,0.0,0.0,Unknow,17,1
164,2011,5,Illinois,Food,Unknow,Restaurant - Sit-down dining,6,0.0,0.0,Unknow,0,1
165,2011,5,Ohio,Food,Unknow,Unknow,3,0.0,0.0,Unknow,0,1
166,2011,5,Texas,Food,Unknow,Restaurant - Sit-down dining,4,0.0,0.0,Multiple,0,0
167,2011,5,Texas,Food,Unknow,Unknow,3,0.0,0.0,Unknow,0,1
168,2011,4,Florida,Food,Norovirus Genogroup II,Restaurant - Sit-down dining,24,0.0,0.0,Multiple,1,0
169,2011,3,New York,Food,"Escherichia coli, Enterotoxigenic",Restaurant - Sit-down dining; Caterer (food prepared off-site from where served),53,0.0,0.0,Multiple,16,0
170,2011,5,Illinois,Food,Norovirus Genogroup II,Unknow,13,0.0,0.0,Unknow,1,1
171,2011,5,Illinois,Food,Unknow,Restaurant - Sit-down dining,4,0.0,0.0,Multiple,0,0
172,2011,4,Alabama,Food,Norovirus Genogroup I,"Restaurant - ""Fast-food""(drive up service or pay at counter)",21,2.0,0.0,Vegetable Row Crops,5,6
173,2011,5,Texas,Food,Unknow,Unknow,3,0.0,0.0,Unknow,0,1
174,2011,4,Massachusetts,Food,Norovirus Genogroup I,Restaurant - Sit-down dining,197,0.0,0.0,Unknow,5,1
175,2011,3,Ohio,Food,Unknow,Private home/residence,28,0.0,0.0,Multiple,0,0
176,2011,5,Georgia,Food,Salmonella enterica,Private home/residence,4,1.0,0.0,Unknow,4,1
177,2011,2,Texas,Food,Unknow,Unknow,19,2.0,0.0,Unknow,0,1
178,2011,6,Minnesota,Food,Staphylococcus aureus,Private home/residence,13,0.0,0.0,Eggs,17,17
179,2011,6,Iowa,Food,Unknow,Unknow,11,0.0,0.0,Unknow,0,1
180,2011,4,Pennsylvania,Food,Norovirus,Caterer (food prepared off-site from where served),50,0.0,0.0,Multiple,2,0
181,2011,5,Kansas,Food,Unknow,Restaurant - Sit-down dining,3,0.0,0.0,Unknow,0,1
182,2011,5,Kansas,Food,Clostridium perfringens,Prison/jail,115,0.0,0.0,Turkey,10,18
183,2011,5,Michigan,Food,Campylobacter unknown,Other,2,0.0,0.0,Dairy,18,14
184,2011,6,Michigan,Food,Unknow,Office/indoor workplace,8,0.0,0.0,Multiple,0,0
185,2011,6,Illinois,Food,Unknow,Restaurant - Sit-down dining,13,0.0,0.0,Unknow,0,1
186,2011,4,California,Food,Unknow,Restaurant - Sit-down dining,12,0.0,0.0,Unknow,0,1
187,2011,5,Minnesota,Food,Norovirus,Restaurant - Sit-down dining,7,0.0,0.0,Unknow,2,1
188,2011,6,Illinois,Food,Unknow,Banquet Facility (food prepared and served on-site),2,0.0,0.0,Unknow,0,1
189,2011,6,Texas,Food,Unknow,Restaurant - Sit-down dining,6,0.0,0.0,Multiple,0,0
190,2011,6,New York,Food,"Escherichia coli, Enterotoxigenic",Restaurant - Sit-down dining,90,1.0,0.0,Multiple,16,0
191,2011,2,Arizona,Food,Norovirus Genogroup II,"Restaurant - ""Fast-food""(drive up service or pay at counter)",17,0.0,0.0,Unknow,1,1
192,2011,5,California,Food,Unknow,Restaurant - Sit-down dining,4,0.0,0.0,Unknow,0,1
193,2011,1,California,Food,Salmonella enterica,Private home/residence,37,7.0,0.0,Dairy,4,14
194,2011,5,Georgia,Food,Salmonella enterica,Caterer (food prepared off-site from where served); Grocery store; Other,25,1.0,0.0,Unknow,4,1
195,2011,3,Arizona,Food,Unknow,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",2,1.0,0.0,Unknow,0,1
196,2011,5,Oklahoma,Food,Norovirus Genogroup II,Caterer (food prepared off-site from where served),39,0.0,0.0,Multiple,1,0
197,2011,4,Arizona,Food,Norovirus Genogroup I,Restaurant - Sit-down dining,5,0.0,0.0,Unknow,5,1
198,2011,4,Pennsylvania,Food,Unknow,Banquet Facility (food prepared and served on-site),12,0.0,0.0,Unknow,0,1
199,2011,5,Wisconsin,Food,Clostridium perfringens,Private home/residence,12,0.0,0.0,Multiple,10,0
200,2011,6,Maryland,Food,Unknow,Restaurant - Sit-down dining,2,0.0,0.0,Unknow,0,1
201,2011,6,New York,Food,Unknow,Banquet Facility (food prepared and served on-site),15,0.0,0.0,Multiple,0,0
202,2011,6,Louisiana,Food,Clostridium perfringens,Unknow,30,0.0,0.0,Unknow,10,1
203,2011,3,Ohio,Food,Unknow,Unknow,3,1.0,0.0,Unknow,0,1
204,2011,3,Colorado,Food,Clostridium perfringens,Private home/residence,27,0.0,0.0,Multiple,10,0
205,2011,3,Colorado,Food,Unknow,Prison/jail,71,0.0,0.0,Unknow,0,1
206,2011,4,Colorado,Food,Unknow,Restaurant - Sit-down dining,4,0.0,0.0,Unknow,0,1
207,2011,6,Hawaii,Food,Unknow,Unknow,2,0.0,0.0,Unknow,0,1
208,2011,3,Colorado,Food,Unknow,Restaurant - Sit-down dining,2,1.0,0.0,Unknow,0,1
209,2011,2,Colorado,Food,Norovirus unknown; Clostridium other,Long-term care/nursing home/assisted living facility,33,0.0,0.0,Unknow,19,1
210,2011,1,Colorado,Food,Unknow,Long-term care/nursing home/assisted living facility,36,1.0,0.0,Unknow,0,1
211,2011,4,Texas,Food,Unknow,Unknow,7,0.0,0.0,Unknow,0,1
212,2011,3,California,Food,Norovirus unknown,Caterer (food prepared off-site from where served),15,0.0,0.0,Multiple,3,0
213,2011,5,Idaho,Food,"Escherichia coli, Shiga toxin-producing",Private home/residence,2,2.0,0.0,Unknow,6,1
214,2011,6,Missouri,Food,Salmonella enterica; Salmonella enterica,Private home/residence; Caterer (food prepared off-site from where served),13,0.0,0.0,Pork,20,12
215,2011,6,Wisconsin,Food,Campylobacter jejuni,Other,16,1.0,0.0,Dairy,7,14
216,2011,6,Georgia,Food,Norovirus Genogroup II,Religious facility,80,2.0,0.0,Fruits,1,2
217,2011,5,Massachusetts,Food,Salmonella enterica,Restaurant - other or unknown type,7,2.0,0.0,Unknow,4,1
218,2011,4,Georgia,Food,Salmonella enterica,Private home/residence,17,3.0,0.0,Chicken,4,4
219,2011,4,Puerto Rico,Food,Ciguatoxin,Private home/residence,9,0.0,0.0,Fish,15,11
220,2011,4,Puerto Rico,Food,Ciguatoxin,Private home/residence,7,0.0,0.0,Fish,15,11
221,2011,5,Puerto Rico,Food,Ciguatoxin,Restaurant - other or unknown type,4,0.0,0.0,Fish,15,11
222,2011,5,Puerto Rico,Food,Ciguatoxin,Other,3,0.0,0.0,Fish,15,11
223,2011,6,Virginia,Food,Norovirus,Restaurant - other or unknown type,14,0.0,0.0,Unknow,2,1
224,2011,5,Rhode Island,Food,Norovirus Genogroup II,Unknow,12,0.0,0.0,Unknow,1,1
225,2011,4,Wisconsin,Food,"Escherichia coli, Shiga toxin-producing",Private home/residence,13,3.0,0.0,Unknow,6,1
226,2011,6,Texas,Food,Unknow,Unknow,5,0.0,0.0,Unknow,0,1
227,2011,4,Tennessee,Food,Hepatitis A,Restaurant - Sit-down dining,7,2.0,0.0,Unknow,21,1
228,2011,5,Tennessee,Food,Norovirus Genogroup I,"Restaurant - ""Fast-food""(drive up service or pay at counter)",5,0.0,0.0,Unknow,5,1
229,2011,6,Connecticut,Food,Norovirus Genogroup II,Restaurant - Sit-down dining; Banquet Facility (food prepared and served on-site),23,0.0,0.0,Multiple,1,0
230,2011,6,Connecticut,Food,Norovirus Genogroup II,Banquet Facility (food prepared and served on-site),21,0.0,0.0,Multiple,1,0
231,2011,6,New York,Food,Campylobacter jejuni,Other,4,0.0,0.0,Dairy,7,14
232,2011,4,Texas,Food,Salmonella enterica,Unknow,21,2.0,0.0,Unknow,4,1
233,2011,6,Ohio,Food,Salmonella enterica,Unknow,12,2.0,0.0,Multiple,4,0
234,2011,6,Pennsylvania,Food,Campylobacter unknown,Other,5,0.0,0.0,Dairy,18,14
235,2011,6,Texas,Food,Unknow,Unknow,2,0.0,0.0,Unknow,0,1
236,2011,6,Texas,Food,Unknow,Unknow,4,0.0,0.0,Unknow,0,1
237,2011,6,Texas,Food,Unknow,Unknow,2,0.0,0.0,Unknow,0,1
238,2011,6,Arkansas,Food,Unknow,Unknow,15,0.0,0.0,Multiple,0,0
239,2011,6,Ohio,Food,Unknow,Unknow,5,0.0,0.0,Unknow,0,1
240,2011,5,Florida,Food,Salmonella enterica,Private home/residence,3,0.0,0.0,Fruits,4,2
241,2011,6,Maryland,Food,Norovirus Genogroup II,Caterer (food prepared off-site from where served),16,0.0,0.0,Unknow,1,1
242,2011,6,Maryland,Food,Unknow,"Restaurant - ""Fast-food""(drive up service or pay at counter)",9,0.0,0.0,Unknow,0,1
243,2011,6,Georgia,Food,Salmonella enterica,Restaurant - Sit-down dining,14,2.0,0.0,Unknow,4,1
244,2011,6,Connecticut,Food,Salmonella enterica,Private home/residence,19,1.0,0.0,Pork,4,12
245,2011,7,New York,Food,Unknow,Restaurant - Sit-down dining,5,0.0,0.0,Multiple,0,0
246,2011,6,Connecticut,Food,Clostridium perfringens,Restaurant - Sit-down dining,4,0.0,0.0,Multiple,10,0
247,2011,5,Arizona,Food,Norovirus Genogroup I,Unknow,2,0.0,0.0,Unknow,5,1
248,2011,4,California,Food,Unknow,Restaurant - other or unknown type,2,0.0,0.0,Unknow,0,1
